UC,ID,source_content,target_content,label
19.txt,46.txt,"Access section patient 
It allows access to this patient 
                 by enabling the operator to 
                 meet one or more Requests received 
                 by Patient 
                 The Operator's interest to access the section of
                 the patient in order to 
                 enslave the requests received from 
                 Patient 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The system denies access to 
                 section patient 
                 Success: The operator gets access 
                 section and enabled the patient to 
                 meet the requests received from 
                 Patient 
The operator activates the execution of 
                 service access to section patient 
Includes 1 (valid patient) 
2 View mask of
     section patient 
Operator cancels the operation 
access to patient session 
  3 1 ends the use case with failure","Login failed validation patient Scenario 
     The service was launched following the explicit request 
by the Patient The actor Patient access to the screen 
on the management of the system (for instance 
GUISfondo) Control then goes to the instance of 
GUISfondoHandler which delegates to the instance of GUILoginHandler 
the task of managing the service The first step to take 
is to enter the Hospital Patient Card and PIN and then 
Patient is presented to the same page for the acquisition 
such data (for instance GUILogin) The tax Patient data 
and confirms the inclusion, control passes again 
to the instance of GUILoginHandler derogating validation 
HospitalCardManager to the instance of the latter deals 
validate the data iserted by the patient through the panel 
The hospital Card unsuccessful operation is notified 
backward up to the instance of which shall GUILoginHandler 
to display an error message on 
form of access (for instance GUILogin) This feature is ` 
been described by the sequence diagram of Fig 3 8",0
7.txt,37.txt,"Validation operator 
He works to perform the functions 
                necessary to authenticate an 
                Operator 
                It's Interest to make their 
                validation in order to use the 
                all features available 
                System 
The Operator is not recognized by 
                system 
                Success: The Operator is recognized by  
                system and enabled it 
The operator tries to log on system
1 View the mask 
     for validation 
     of operator
2 Inserts login and password 
3 Confirm data 
4 verify login and 
     identify a password 
     Operator within 
     the S I O 
5 allows access 
6 View the main mask 

Operator cancels the operation 
validation 
   3 1 System: ends the execution of use case with 
          failure 
Validation Failed 
   4 1 System: Show appropriate message 
   4 2 System: take back the execution by 1 point 
          underpinned the fields of the form with data 
          insert by user","input examination 
     The service was launched following the express request 
by the actor The Operator logs on to form 
on the management of visits (for instance GUIVisita) 
Select from a visit to add a assessment and 
activates the function of inserting a new examination Control 
then to the instance of GUIVisitaHandler which delegates 
GUIEsameHandler to the instance of the task of providing the service 
The first step is to find information on the 
visit that the operator has selected therefore control passes 
The application of VisiteManager through the application 
Visit the retrieves information on the visit 
selected and passes control to the instance of that EsamiManager 
through the examination of bodies found a list containing the 
information relating to the examinations visit The list is 
GUIVisitaHandler returned to the instance of receiving the 
control and ensure display of the visit and 
examinations on the mask on the management of examinations 
(instance of GUIEsami) 
     The operator inserts the data further examination and confirmation 
the inclusion of the same at this point the control switches 
GUIEsamiHandler to the instance of the delegation which is to 
enter a new examination of the application latter EsameManager 
through the application for review to ensure the inclusion and 
Saving data for further examination and passes control 
to the instance of GUIEsameHandler which in turn deals with 
notify success by viewing 
a special message in the mask on the management 
examinations (for instance GUIEsame) This feature is was 
described by the collaboration diagrams of Fig 3 22",0
23.txt,43.txt,"Show anagrafica
Allows a patient of view 
                their anagrafica data using the 
                specific locations displaced 
                of the outpatient
                He has an interest in access to your 
                anagrafica information  
`The patient has been recognized by 
                system 
                (See UcAccTB) 
The patient obtains 
                display of their data 
                anagrafica
The patient activates the execution of 
                service display their 
                data anagrafica
1 Access to the database and 
     retrieves information 
     about anagrafica 
     Patient 
2 View 
     information anagrafiche 
     Patient 
Patient decides to print 
Information displayed 
   2 1 Start printing the list of 
          Reservations 
   2 2 generates the report and sends it to 
          Printer 
   2 1 The age of a patient is characterized by ` 
          following data: name surname sex code 
          Tax date of birth place of birth 
          province of birth place of address 
          home province of residence address ZIP code 
          Additional telephone and Notes","Slipping on a visit to a later date 
     The service was launched following the express request 
by the actor The Operator logs on to form 
section on the patient (for instance GUIPaziente) and there 
check the function of change reservation Control 
then to the instance of GUIPazienteHandler which delegates 
GUIPrenotaVisitaHandler to the instance of the task of managing the 
service 
     
     Uploading reservations 
     
     The request for the matter to the instance of GUIPrenotaVisitaHandler 
GUISelezionaPrenotazioniHandler is to obtain a list of 
all reservations made by the patient This object passes 
monitoring the application of which PrenotazioniManager 
through instances of reservation shall finding 
that list and return to the instance of 
GUISelezionaPrenotazioniHandler which in turn shall 
visualization of data obtained on the mask (application 
of GUISelezionaPrenotazioni) 
     
     Selecting the reservation to be change
     
     The operator selects from the list reservation 
to edit and control is passed backward up 
GUIPrenotaVisitaHandler to the instance of the delegation as the panel 
PrenotazioniManager to the task of transferring all 
information on the reservation selected The request for 
PrenotazioniManager through the application of Reservation perform 
this task, and returns to the instance of data obtained 
GUIPrenotaVisita which in turn shall give 
displaying on the screen on the management 
reservations (for instance GUIPrenotaVisita) 

     Request new date 
     
      The operator requires a new date when the visit can "" 
keep and control passes to the instance of 
GUIPrenotaVisitaHandler which obtained the next day 
available by the appropriate body to ensure PrenotazioniManager 
Viewing it in the mask on 
management of reservations (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceeds for the reservation by delegating this 
task to the instance of this PrenotazioniManager 
through the application for reservation shall begin to 
validate the reservation and only if so rescue 
data on the reservation Once this 
operation control is returned backward to 
GUIPrenotaVisitaHandler get to the instance of which shall 
to report success with a message 
mask on the management of reservations (for instance 
GUIPrenotaVisita) 
This feature is was described by the collaboration 
diagram of Fig 3 19",0
1.txt,50.txt,"Input anagrafica laboratory 
It allows the operator to enter 
                 the anagrafica of a laboratory 
                 analysis or any data that the 
                 characterize 
                 Has an interest to enter the age of 
                 laboratory within the S I O 
The Operator has been recognized by ` 
                 System (See UcValOp) and has 
                 all the data that characterize 
                 the anagrafica of the laboratory 
The data in the S I O 
                 not be modified 
                 Success: The anagrafica of the laboratory 
                 is properly inserted inside 
                 the S I O 
The operator activates the execution of 
                 the anagrafica input service 
                 Laboratory 
1 View the mask 
     to enter 
     information needed
2 Inserts data about the anagrafica of 
                                laboratory 
3 Confirm placement 
4 Verify the data entered 
     by 
5 Stores data 
6 Notify that the operation 
     it is `finished with 
     success 
Data entered invalid 
4 1 Display a message showing the 
          data deemed invalid 
   4 2 Reinserts running from 1 
          underpinned the fields of the form with data 
          Entered 
Operator cancels operation 
   3 1 ends the execution of use case with 
          failure 
   2 1 The anagrafica of a laboratory is characterized ` 
          by the following data: name VAT 
          address city province CAP addresses 
          Additional telephone and Notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correct completion of operation","Show details visit 
     The service was launched following the express request 
by the Patient The actor Patient access to the mask 
(instance of GUICartellaClinica) on the management of 
clinic folder of patients and there select a visit from 
see from the list of visits Control 
then the application of which GUICartellaClinicaHandler 
GUIVisitaHandler delegation to the instance of the task of managing the 
The service first step is to gather the information 
on the selected visit therefore control passes 
The application of VisiteManager primarily through 
The body of visits retrieves this information and then 
EsamiManager delegation to the instance of the task of finding the 
information associated with all examinations related to the visit 
The selected object retrieved information through the 
Consideration of instances provides the results of the application 
VisiteManager which in turn returns all 
information found backward up to the instance of 
The latter finally GUIVisitaHandler shall 
displaying the information received on the mask 
on the detailed display of visits (for instance 
GUIVisita) This feature is was described by 
collaboration diagram of Fig 3 12",0
29.txt,42.txt,"The average time of waiting 
It allows the operator to get an estimate 
                 the average time required to serve a 
                 Booking 
                 The Operator's interest to have a 
                 estimating the average time to serve a 
                 reservation request 
The operator activates the execution of 
                 service for calculating the estimated time 
                 average 
1 View a mask 
     to see the 
     result of the calculation 
     estimation of time 
     medium to serve a 
     request 
     Reservations 
2 Start function 
3 View results 
     calculating 
Operator decides to print 
information 
   3 1 Start printing information 
          displayed 
   3 2 generates the report and sends it to 
          Printer 
Operator cancels the operation 
   2 1 ends the use case with failure 
   1 1 The time of service delivered in days is `equal 
          the time between the date of request 
          reservation and when the appointment 
          is assigned","reservation for a visit after initial 
     The service was launched following the express request 
by the actor The Operator logs on to form 
Patient's main section (for instance GUIPaziente) and there 
check the function of reservation a visit next 
The first control and then passes to the instance of 
GUIPazienteHandler which delegates to the instance of 
GUIPrenotaVisitaHandler the task of managing the service 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of which GUIPrenotaVisitaHandler 
delegating the task to insert a new one application 
of PrenotazioniManager 
     
     Creating the new reservation 
     
      The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservation valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 

     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     
     
     
     
     
     
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 17 Also because? the book a 
Outpatient service is `the heart of it 
`is thought to comment on that functionality with un'activity diagram 
(Fig 3 18) in order to make more clear the iterations 
that we are among the players and the system itself",0
16.txt,34.txt,"Cancel Reservation 
It allows the operator to meet 
                 request for annulment of a 
                 renting an outpatient service 
                 by a patient 
                 The Operator's interest to cancel 
                 reservation an outpatient ambulatorial service 
                 previously requested by a patient 
The Operator has been recognized by ` 
                 System (See UcValOp) The patient is ` 
                 been recognized by the system (See 
                 UcValPaz) and the reservation of which 
                 requires the cancellation is `this 
                 in the S I O 
The data in the S I O 
                 not be modified 
                 Success: The reservation is 
                 definitively annulled 
The operator activates the execution of 
                 service cancellation of a 
                 Reservations 
1 View the list of 
     Reservations for the 
     Patient 
2 Select the reservation 
                                to be changing
3 Confirm cancellation 
4 Verify that the sequence 
     Reservations are 
     valid 
     (See BrValSeq) 
5 Cancel Reservation 
6 Notify the operator 
     that the operation was ` 
     concluded successfully 
Sequence reservations invalid 
   4 1 Show an appropriate message 
   4 2 Reinserts running from 1 step
Operator cancels the operation 
Review 
   3 1 ends the use case with failure 
   4 1 The sequence of reservations must be ricontrollata 
          because the patient may take 
          the cancellation of a reservation other than the 
          last","Changing anagrafica laboratory 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
The laboratories certified management control then 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIAnagraficaLaboratorioHandler to the task of providing the 
The service first step is to obtain a list of all 
Laboratories therefore control passes to the instance of 
LaboratorioManager through which instances of Laboratory 
retrieves the list and return it backward up the application 
of GUIAnagraficaLaboratorioHandler Now that object 
shall display the list of laboratories received 
the mask on the management of database 
laboratories (for instance GUIAnagraficaLaboratorio) The Operator 
Select from the laboratory to change the active 
Review the register function of the laboratory and 
control passes to the instance of the GUIAnagraficaLaboratorioHandler 
which delegates the task to collect data on the 
laboratory selected to the instance of LaboratorioManager 
The latter by the Laboratory of application shall 
recovery of supplying such data to the instance of 
GUIAnagraficaLaboratorioHandler which in turn is responsible for 
Their view on the mask GUIAnagraficaLaboratorio 
     At this point, the operator confirms the changes made and 
control passes to the instance of GUIAnagraficaLaboratorioHandler 
The delegation which is to store the data in the laboratory 
considered the application of LaboratorioManager latter through 
The body of laboratory provides data to the rescue 
altered passes control to the instance of 
GUIAnagraficaLaboratorioHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the management 
the register of laboratories (for instance 
GUIAnagraficaLaboratorio) This feature has been described ` 
through collaboration diagram of Fig 3 5",0
4.txt,35.txt,"Inserting anagrafica doctor 
It allows the operator to input 
                the anagrafica of a doctor who works 
                at the outpatient 
                The Operator is responsible to 
                input of doctor anagrafica
                in the S I O 
The Operator has been recognized by ` 
                System (See UcValOp) and has 
                all the data that characterize 
                the doctor anagrafica
The data in the S I O 
                not be modified 
                Success: The doctor anagrafica is 
                correctly inserted in the 
                I S O 
The operator activates the execution of 
                input service of the 
                doctor anagrafica
1 View the mask 
     for input of 
     needed information 
2 Inserts data of doctor anagrafica
3 Confirm input
4 Verify the data insert by operator
5 Stores data 
6 Notify that the operation 
     is finished with 
     success 
Data entered invalid 
   4 1 Display a message showing the 
          data deemed invalid 
   4 2 take back running from point 1 
          underpinned the fields of the form with data 
          insert by operator
Operator cancels operation 
3 1 ends the execution of use case with 
          failure 
   2 1 The age of a physician is `characterized by 
          following data: name surname sex code 
          Tax date of birth place of birth 
          province of birth place of address 
          home province of residence address ZIP code 
          telephone specialization year 
          certification and additional notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correct completion of the operation","Delete anagrafica doctor 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
anagrafica doctor management control then 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIAnagraficaMedicoHandler to the task of managing the service 
The first step is to obtain a list of all doctors 
therefore control passes to the instance of the MedicoManager 
through which instances of Doctor retrieves the list and 
returns backward up to the instance of 
GUIAnagraficaMedicoHandler Now that object shall 
to display the list of doctors obtained on 
mask on the management of the registration of doctors 
(instance of GUIAnagraficaMedico) The operator selects 
from your doctor to be eliminated and active function 
disposal of medical data of its monitoring and 
GUIAnagraficaMedicoHandler passes to the instance of the delegation which 
the task of finding data for selected medical 
The application of MedicoManager by the panel 
Doctor provides for recovery of such data will provide application 
GUIAnagraficaMedicoHandler of which in turn takes care of them 
GUIAnagraficaMedico mask on display at this point 
Operator confirms the changes made and control passes 
GUIAnagraficaMedicoHandler to the instance of which the delegation 
to eliminate the doctor selected to the instance of 
MedicoManager latter through the application of Doctor 
to provide and passes control to the instance of 
GUIAnagraficaMedicoHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the management 
the register of doctors (for instance GUIAnagraficaMedico) This 
feature is was described by the collaboration diagram 
Fig 3 of 6",0
13.txt,43.txt,"Delete examination 
It allows the operator to delete a 
                 Visit previously recorded 
                 The Operator's interest to delete a 
                 review previously recorded 
The Operator has been recognized by ` 
                 System (See UcValOp) and the examination showed 
                 registered in the S I O 
The data in the S I O 
                 not be modified 
                 Success: The Folder Clinic Patient 
                 who had undergone to examination eliminated 
                 is updated 
The operator activates the execution of 
                 service elimination of an examination 
1 View a list of 
     examinations conducted in 
     chronological order 
2 Select the examination to
                                change 
3 Confirm your selection 
4 View the mask 
     for viewing 
     of 
5 Confirm delte
6 Delete the examination 
Notify the operator 7 
     that the operation was ` 
     concluded successfully 
Operator cancels the operation 
Review 
  3 1 ends the use case with failure 
   5 1 
   4 1 The mask will contain information relating to 
          selected so as to allow the 
          to monitor them in detail before proceeding 
          to delete","Slipping on a visit to a later date 
     The service was launched following the express request 
by the actor The Operator logs on to form 
section on the patient (for instance GUIPaziente) and there 
check the function of change reservation Control 
then to the instance of GUIPazienteHandler which delegates 
GUIPrenotaVisitaHandler to the instance of the task of managing the 
service 
     
     Uploading reservations 
     
     The request for the matter to the instance of GUIPrenotaVisitaHandler 
GUISelezionaPrenotazioniHandler is to obtain a list of 
all reservations made by the patient This object passes 
monitoring the application of which PrenotazioniManager 
through instances of reservation shall finding 
that list and return to the instance of 
GUISelezionaPrenotazioniHandler which in turn shall 
visualization of data obtained on the mask (application 
of GUISelezionaPrenotazioni) 
     
     Selecting the reservation to be change
     
     The operator selects from the list reservation 
to edit and control is passed backward up 
GUIPrenotaVisitaHandler to the instance of the delegation as the panel 
PrenotazioniManager to the task of transferring all 
information on the reservation selected The request for 
PrenotazioniManager through the application of Reservation perform 
this task, and returns to the instance of data obtained 
GUIPrenotaVisita which in turn shall give 
displaying on the screen on the management 
reservations (for instance GUIPrenotaVisita) 

     Request new date 
     
      The operator requires a new date when the visit can "" 
keep and control passes to the instance of 
GUIPrenotaVisitaHandler which obtained the next day 
available by the appropriate body to ensure PrenotazioniManager 
Viewing it in the mask on 
management of reservations (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceeds for the reservation by delegating this 
task to the instance of this PrenotazioniManager 
through the application for reservation shall begin to 
validate the reservation and only if so rescue 
data on the reservation Once this 
operation control is returned backward to 
GUIPrenotaVisitaHandler get to the instance of which shall 
to report success with a message 
mask on the management of reservations (for instance 
GUIPrenotaVisita) 
This feature is was described by the collaboration 
diagram of Fig 3 19",0
23.txt,41.txt,"Show anagrafica
Allows a patient of view 
                their anagrafica data using the 
                specific locations displaced 
                of the outpatient
                He has an interest in access to your 
                anagrafica information  
`The patient has been recognized by 
                system 
                (See UcAccTB) 
The patient obtains 
                display of their data 
                anagrafica
The patient activates the execution of 
                service display their 
                data anagrafica
1 Access to the database and 
     retrieves information 
     about anagrafica 
     Patient 
2 View 
     information anagrafiche 
     Patient 
Patient decides to print 
Information displayed 
   2 1 Start printing the list of 
          Reservations 
   2 2 generates the report and sends it to 
          Printer 
   2 1 The age of a patient is characterized by ` 
          following data: name surname sex code 
          Tax date of birth place of birth 
          province of birth place of address 
          home province of residence address ZIP code 
          Additional telephone and Notes","reservation a first visit 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
reservation an initial visit and then passes control 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIPrenotaVisitaHandler to the task of managing the service Given 
you are reservation a first visit passes control 
the application of which will GUIAnagraficaPazienteHandler 
the integration of anagrafica patient data
     
     Creation of the new Patient 
     
     The application displays the class GUIAnagraficaPazienteHandler 
the mask on the input of anagrafica data of 
Patient (for instance GUIAnagraficaPaziente) At this point 
the operator inserts the data and confirmation of patient 
such data, then passes control to the instance of 
GUIAnagraficaPazienteHandler who moved to the instance of 
PazienteManager verify that the patient within 
If SIO of the patient `This is not then the operation can"" 
and then continue GUIAnagraficaPazienteHandler delegation 
PazienteManager to the instance of the task of creating the new 
The patient by the panel shall Patient 
the creation of a new patient according to data inserted by operator 

     Creating the Hospital Card 
     
     The application of class PazienteManager passes control 
to the instance of HospitalCardManager which in turn means 
The body of Hospital Card provides for the creation of a new 
Hospital Card to be assigned to Patient A after the 
creation sends a notification message that the success 
the backward up to the instance of 
GUIPrenotaVisitaHandler 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of the GUIPrenotaVisitaHandler 
which delegation is to include a new reservation 
to the instance of PrenotazioniManager 
     
     Creating the new reservation 
     
     The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservations valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 
     
     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Storing data on Patient and Hospital Card 
     
     The application of class GUIPrenotaVisitaHandler pass 
GUIAnagraficaPazienteHandler control application to 
allow it to store data Patient 
The application GUIAnagraficaPazienteHandler in turn delegated 
to store personal data relating to patient 
PazienteManager to the instance of the class that through the application 
Patient in stores on a permanent basis The data 
Control is returned to the backward class 
HospitalCardManager which provides through the application of 
Hospital Card rescue data Hospital Card 
on the patient who is reservation the visit Once 
completion of the operations is returned to storage 
backward a message notifying the success of the up 
to come to the instance of the class GUIAnagraficaPazienteHandler 
     
     Viewing and printing the Hospital Card 
     
      The application of the proxy class GUIAnagraficaPazienteHandler 
to view and print the application Hospital Card 
Class GUIHospitalCardHandler latter obtains data 
Card on Hospital by the appropriate body to HospitalCardManager 
displays the data on screen on the display 
the Hospital Card (for instance GUIHospitalCard) and the delegation 
to print the Hospital Card to the instance of the class 
PrintManager control is returned backward to 
reaching application GUIPrenotaVisitaHandler 
     
     storing reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 16",0
6.txt,35.txt,"Delete anagrafica doctor 
It allows the operator to delete 
                the anagrafica of a doctor who works 
                at the outpatient 
                He works for the delete of data 
                of anagrafica related to a doctor 
The Operator has been recognized by ` 
                System (See UcValOp) and anagrafica 
                `the doctor is present within the 
                I S O 
The details of the doctor 
                are not modified, remain in 
                This state was before execution
                Success: The  doctor anagrafica is 
                successfully deleted 
The operator activates the execution of 
                delete of the register service 
                Laboratory 
1 View the list of 
      laboratories that are
     in the S I O 
2 Select the doctor which 
                               changing the anagrafica
3 Confirm the selection 
4 View the mask 
     to delete 
     the doctor anagrafica
6 confirm to delete of 
                               doctor 
7 Delete the data 
     about anagrafica of 
     doctor 
Notify 8 that the operation 
     it is `finished with 
     success 
Operator cancels operation 
  3 1 ends the execution of use case with 
   6 1 failure 
   4 1 The mask will contain data about the medical 
          selected so as to allow the operator 
          to examine them in detail before proceeding 
          to delete","Delete anagrafica doctor 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
anagrafica doctor management control then 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIAnagraficaMedicoHandler to the task of managing the service 
The first step is to obtain a list of all doctors 
therefore control passes to the instance of the MedicoManager 
through which instances of Doctor retrieves the list and 
returns backward up to the instance of 
GUIAnagraficaMedicoHandler Now that object shall 
to display the list of doctors obtained on 
mask on the management of the registration of doctors 
(instance of GUIAnagraficaMedico) The operator selects 
from your doctor to be eliminated and active function 
disposal of medical data of its monitoring and 
GUIAnagraficaMedicoHandler passes to the instance of the delegation which 
the task of finding data for selected medical 
The application of MedicoManager by the panel 
Doctor provides for recovery of such data will provide application 
GUIAnagraficaMedicoHandler of which in turn takes care of them 
GUIAnagraficaMedico mask on display at this point 
Operator confirms the changes made and control passes 
GUIAnagraficaMedicoHandler to the instance of which the delegation 
to eliminate the doctor selected to the instance of 
MedicoManager latter through the application of Doctor 
to provide and passes control to the instance of 
GUIAnagraficaMedicoHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the management 
the register of doctors (for instance GUIAnagraficaMedico) This 
feature is was described by the collaboration diagram 
Fig 3 of 6",1
8.txt,43.txt,"Record visit 
It allows the operator to record a 
                 visit held in outpatient
                 The Operator has an interest in a record 
                 visit held in outpatient
The Operator has been recognized by ` 
                 System (See UcValOp) and the Operator has 
                 received the data of for visit 
The Clinic of Folder 
                 Patient who was subjected to `visit 
                 is not changed 
                 Success: All information is 
                 stored in the folder 
                 Patient Clinic 
The operator activates the execution of 
                 registration service of a visit 
1 View the mask 
     to record of the visit

2 inputs the neccesary data of
                                the registration of 
                                visit 
3 Confirm input
4 Verify the data insert
     by operator
5 Stores data 
6 Notify the operator 
     that the operation was  
     concluded successfully 
Input Data about to a new examination 
   6 1 Inserting new examination 
              The Operator's interest to input data 
              an examination of the visit concerned 
              Inserting examination 
   6 2 Back on 6 point
Invalid data set 
   4 1 Show an appropriate message 
   4 2 take back running from 1 
          underpinned the fields of the form with data 
          insert by user
Operator cancels the operation 
Registration 
   3 1 ends the use case with failure 
   4 1 The data required for registration of 
          visit are: the date the name of the doctor who 
          carried out the survey the reason for the visit 
          illnesses accused by the patient history 
          made by medical diagnosis tests 
          prescribed therapy prescribed (indicating 
          Medicines and time of recruitment) and 'necessary 
          Furthermore, the inclusion of possible values 
          instrumental observations made during the visit 
          (eg heart beat the pressure 
          n number of blood found dioptres etc) 
          For biological testing and / or instrumental is ` 
          must enter information on the 
          laboratory that has made them the values of 
          results of each examination and evaluation 
          diagnosis made by medical","Slipping on a visit to a later date 
     The service was launched following the express request 
by the actor The Operator logs on to form 
section on the patient (for instance GUIPaziente) and there 
check the function of change reservation Control 
then to the instance of GUIPazienteHandler which delegates 
GUIPrenotaVisitaHandler to the instance of the task of managing the 
service 
     
     Uploading reservations 
     
     The request for the matter to the instance of GUIPrenotaVisitaHandler 
GUISelezionaPrenotazioniHandler is to obtain a list of 
all reservations made by the patient This object passes 
monitoring the application of which PrenotazioniManager 
through instances of reservation shall finding 
that list and return to the instance of 
GUISelezionaPrenotazioniHandler which in turn shall 
visualization of data obtained on the mask (application 
of GUISelezionaPrenotazioni) 
     
     Selecting the reservation to be change
     
     The operator selects from the list reservation 
to edit and control is passed backward up 
GUIPrenotaVisitaHandler to the instance of the delegation as the panel 
PrenotazioniManager to the task of transferring all 
information on the reservation selected The request for 
PrenotazioniManager through the application of Reservation perform 
this task, and returns to the instance of data obtained 
GUIPrenotaVisita which in turn shall give 
displaying on the screen on the management 
reservations (for instance GUIPrenotaVisita) 

     Request new date 
     
      The operator requires a new date when the visit can "" 
keep and control passes to the instance of 
GUIPrenotaVisitaHandler which obtained the next day 
available by the appropriate body to ensure PrenotazioniManager 
Viewing it in the mask on 
management of reservations (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceeds for the reservation by delegating this 
task to the instance of this PrenotazioniManager 
through the application for reservation shall begin to 
validate the reservation and only if so rescue 
data on the reservation Once this 
operation control is returned backward to 
GUIPrenotaVisitaHandler get to the instance of which shall 
to report success with a message 
mask on the management of reservations (for instance 
GUIPrenotaVisita) 
This feature is was described by the collaboration 
diagram of Fig 3 19",0
